review_text,stars,needs_reply
"solid app that so far holds the title of most useful scheduling app for my adhd ass. it can take a little time to figure out, but its pretty intuitive once you get the hang of it.",5,0
"So far I've really liked Tick Tick. Simple and easy to create, schedule, and organize tasks. I really like how habits are integrated too. Please add some more features to habits. Let me put them in calendar view. I work mostly in the calendar view so it would be so amazing to have the habits there instead of having to create them as a task as well. It seems redundant. Please let me put habits in lists or tag them.",4,1
"This is such a great app. Unfortunately, i am planning to move to iPhone and this is not available on the App Store. Really breaks my heart.",5,1
Lots of In-app purchases ... Not worth the time .,2,1
"It's working, but the ads are getting really annoying.",2,1
Not at all use ... Its not remainding with alarming then whats is the use of remainder app... Its only alarming while we open the app... Not usefull at all,2,1
Love this app. It's definitely a game changer and is great for reducing distractions from your phone and helping you stay focused. Would highly recommend this app and the other Seekrtech apps as well.,5,0
Działa ale zwykła aplikacja habits naprawdę wystarczy,3,1
not what I wanted. wanted a timeline.,1,1
"For the Samsung Note 9 newest OS update. Customer service FINALLY figured out the problem. And it worked for about a month. Then Samsung sent out a new OS & the reminders are firing even more randomly than before. Just emailed tech support AGAIN. I have to say, I do love the app & tech support is good, but response time is slow. But unless developers can find away to keep it working no matter what update the phone developers come up with, I may have to find a more Google friendly app.",2,1
"Edit: I'm using this application many year since release. And i'm loved it and donate, Now you make this application subscription $15 a year? Really?? Not happy with that...",1,1
"Looks great, but not useful in free plan. And it's very expensive.",2,1
"Mediocre Replacement This app is supposed to be taking the place of other list and to do makers, but it does not. This app builds Check-off lists. Nothing more, no matter how they try to dress it up. In the immortal words of Sarah Palin, ""Putting lipstick on a pig...."" This only makes check-off lists. You can't make a list with numbers or dots or dashes. You can't alphabetize it other than having still be a check-off list. Looking for another app. This one truly Microsoft sucks.",3,0
"My settings kept on changing ever time I reopen the app. For example, fear is set to zero, when I open the app again, fear is set to 80. Why? Please fix this. It's getting tiresome to re-do the settings over and over.",3,1
Apps that cost should be required to disclose how much these cost up front so people can decide if they even want to download it. We shouldn't have to hunt for the cost.,1,1
"It was okay in the beginning, but it's shortcomings are becoming more glaring with use. Also recently the habits simply disappeared recently and the pop up for check in is annoying. I paid for the premium and won't be renewing for a second.",2,1
"I have changed my mind and have bought the 24hr clock version. once the app is fully updated and is working how I want it to use, I will review accordingly. I have gave 3 stars as it is the ""middle ground"" for now.",3,0
Please can l use this for my boss appointment s?,2,1
Bekar experince...after 1-2hour there is a crash in app,2,1
Missing back buttons on some screens. Otherwise great.,4,1
"This app used to be the app I rely on everyday to focus on my studies but after the recent update, users are literally forced to upgrade to premium to unlock a variety of tress. I understand that the organisation needs some sort of income but still, to make most (80%)of the trees unavailable to free users, I am utterly disappointed.",2,1
"I've only just started using it and can already tell it has potential. It has a simple UI but very confusing features with next to no instruction on how the features work. I purchased the premium version with the hopes to organise my routines to suit my shift work. But I can't find a way to automatically alternate my routine cycles (if it's even possible), starting the following routine cycle when the previous ends",2,1
"Syncing doesn't work, still no reply from support",3,0
"Its a good application , but it dont tell me what should l do know however i put tasks in different time to notec me ....😔😔😔",3,1
"Full package for IDR 139000, got a 33% discount but still IDR 139000",3,0
Jus started using. So far I like it.,3,0
Notification improper or null,2,1
"Todo era muy bonito hasta que pusieron todos los árboles guays en modo profesional. Los que conseguí hace tiempo con sudor y lágrimas me los van a quitar a final de año :( Mi vida ya no tiene sentido en esta app, estaréis contentos...",1,1
"This is really well built, simple, useful and good looking :)",5,0
Needed this a lot... Using this a lot... Has become a part of my daily life... Edit: Thank you so much once again for this great app.,5,0
"Please include board view for tasks and list (side by side, showing all tasks under them, would helpful on tablet and PC) I'm using this app to plan for next year competitive exam, it is difficult to add tasks for complete year one by one, please add calendar view so that by selecting any date we can add tasks to start that day. (Like Google Calendar, but make it easy to use and with good/customisable UI) *Also need transparent widget*",3,0
Duplicates files attached and you have to constantly delete. FIX THE BUGS.,1,1
EDIT: Even just an option for the horizontal interface would be great! Thank you for taking my review into consideration! Please please please! Bring back the old horizontal interface. Or at least have an option for it. I used to absolutely love this app and would have rated it 5 stars anyday. But now I find it quite useless.. I understand how it could work for some people but it's definitely not working for everyone (as I've seen in other reviews).,2,1
Interested in first view 😍,5,0
Using it everyday obviously !!! Super stable.,5,0
It worked for the first week. Now I can't add a task without it crashing.,2,1
"I've used this app for years and have loved it up until now. Now I get full page ads that sit there for 5 seconds and disrupt what I'm doing. I don't mind a full page ad that I can back out of or scrolling ads at the bottom, but to force me to watch a 5 second ad is not reasonable. Seems like they're forcing you to pay up or move on to another app. If this continues I'll find another app.",1,1
"I LOVE THIS APP. It helps me so much when I want to get something done, and when I need to do something daily, like take my vitamins, or wash the dishes. There are also so much nice people when you join guilds. 10/10 would recommend to a friend. Note: This app is way more helpful if you're into games, points, and competitiveness. (I'm very competitive 😅) But it's still super helpful even if you're not that interested in that stuff. Again, 10/10 would definitely recommend!",5,0
Awesome Great app⭐,5,0
Nice app.Do check out. All the best.,4,0
So pretty...,5,0
"I have the paid version of this app and it keeps, somehow, going back to the free version. I continue losing my calendar inputs. The widget frequently gets stuck at on the wrong day and date of the week and won't update unless you remove the widget and reinstall. I have been screwed over because of these issues so many times. It's a calendar widget, why does it have so many issues?! Edit: it does these after a few weeks and yes it has access to everything",2,1
"I want to create a regular schedule and be able to amend times for regular activities on the occasional week.  Unfortunately, when you amend the time once it changes your schedule completely.  EDIT - I appreciate the response and looked at the guide.   I don't want to have to create a whole new bespoke routine day if I am just amending the timing of one event.  Unfortunately, this is not flexible enough as this won't save me any time.",2,1
"The app is overall good, just bought the upgraded version since I wanted to sync the google calender. I still cannot sync the Google calender into the calender and also would like to know if sync the 'routine' from timetune into the Google calender is possible? Thanks!",3,1
"Annoying backup system. I've had installed this app and logged in with Google account once. I also tried some of the app's features, but I uninstalled again because of reasons. After some times, I decided to install it again. So I made my tasks and the others without logging in first (because I forgot). Then, when I logged in with my Google account after that, it replace my current data with the older one without warning. Now all my newly created, more complete data is all gone.",2,1
Very helpful app!,5,0
"Haven't had it long. Seems to do the trick, I travel often and need a way to organize packing lists for varied destinations and I like having a way to keep up with shopping needs, things I'm expecting in the mail, and things I want to remember to bring next time.",5,0
Ok. Not as easy to add a project after task has been entered. A little clunky moving task to next day.,3,0
Система Дорофеев отлично ложится в этот инструмент. Рекомендую!,5,0
Simple and intuitive,4,0
Love ticktick but the lag on the latest version of the mobile app is unbearable.,1,1
I love the flexibility and customization of this app. It is also very reliable!,5,1
Ugly ui jiss. Fb login dosent work.,1,1
"Useful, easy to use. Beautiful design. Sync between PC and mobile device.",5,0
"I'm at awe how the tick tick guys keep managing to destroy a perfectly working app by having to redesign it every once in a while just for the sake of saying that they're keeping the app running. Now I can't delete the messages because it's almost barely visible once I push the three dots or lines on the tasks and there is no way to scroll the choices to see the delete option. Please, for the love of gods, don't work so hard to ruin a perfectly functioning software. I'd love to ask, just why?",2,1
All the trees open only after taking premium 😑,3,1
"Really great app.. Manages All my calendars, Easy to use",5,0
"The best app you can find of this kind. It is well built, creative and regularly updated. With this app you don't need any other planning or to-do list apps. It is completely worth buying. I gladly payed full price for this high quality app.",5,1
Great way to prioritize,4,0
Good app. No lags. Does what it says. I'm happy.,4,0
Amzing app,5,0
"Don't buy the primium subscription, the app does not sync as it says. Also, support never answer.",1,1
"Trying to sync to Google calendar, doesn't work. Now can't find your email 
address!!",1,1
"Found that on the phone app, the amount of tasks you can add to a project is limited (100 or 200), but on the computer version there is no such limitation. Other than that it's a good app.",4,0
"Suddenly, again (it has happened before), the widget is empty. I keep refreshing, but the entries vanish. Now this app has been working properly for months, so I am happy with it.",4,1
I really like it but there are some things that I need to pay for them..,4,0
"The most feature rich, highly customizable calendar offered today. However, I wish I could add non holiday events like Mother's Day, Father's Day, Valentines Day, etc.",4,1
It was amazing! I just didn't have the time to set it up all the way.,4,1
"Loved it...until the projects feature was going to cost me a yearly fee. 
Honestly, I wanted to try it and see if it works for me so you lost me when 
you made the features I wanted cost.",2,1
Troubleshooting problem. Unable to notify events on time. If these problems are sorted this application is very useful. Best for people who want a timetable application that is simple and easy to use.,4,1
Was really enjoying the app but now the widgets stopped working.,1,1
"With the recent addition of recursive sub tasks, ticktick really offers the best-in-class PM / task management tool for solos. Key features: cross-platform including windows, very useful smart lists, beautiful Android widgets, true drag n drop and a very clean UI on all platforms. Very stable - no crashes in the last 3 years. Very fast on all platforms. Ticktick's features are as usable as many high-end workgroup solutions. Only downside is tech support can be slow to respond.",5,0
very nice app for habit reminder u,5,1
"I am using this app for years, premium version. Until now was working fine but for a month or so the sync between mobile and desktop client is not working so the app is useless for me now. Wrote to support without any reaction. Don't recommend.",1,1
Sorry way to complicated. And why would you think I want my information out on your servers? Wanted to create a weekday event spent more time trying to figure out how to do that than it took to write in a diary.,1,1
It charges you 5 dollars for the same thing Google provides,1,1
Базовый функционал платный.,3,0
It reminds and keep systematic record of daily work,3,0
"This is an amazing app!! Highly recommended for schedules. It has daily,weekly and atypical schedules, and notifications and pop ups too!",5,0
Microsoft killed a great app (Wunderlist) by taking out the core functionality of integrating it with calendars,1,1
Mahal. Harus bayar mahal untuk bisa mendapatkan fitur2 penting,2,1
"New update makes ""Planned"" inconvenient. I do like that you can group them now, a much desired thing from wunderlist. But I cant see overdue anymore. Can you please add overdue when viewing ""This Week"". It's inconvenient to flip between categories to see everything on one page.",2,1
Very worst as compared to Google calendar. I think Google calendar and your this apps to be put it in the litter bins.,1,1
This app doesn't work the way we won't. It doesn't notify after even permitting it.,1,1
The tutorial doesn't help and shows you nothing the app is very bad and isn't easy to understand I have given up after wasting time trying to figure this trash out. I wouldn't recommend this to anyone.,1,1
Uninstalled within a minute because it wouldn't let me set a username,1,1
Can it show the schedule into calendar view?,3,0
I'm experiencing issues with the reminder option. Whenever I set a reminder I get neither the notification or the popup which as a result makes me forget things. This issue wasn't there before. What can be done to solve this?,2,1
I love this calendar app! This is the only digital calendar that I have been happy with! I can easily see what I have coming up. I love the 'tasks' and the ability to make my to do list right on the app...and the ability to easily snooze a task ii didn't get to until tomorrow. LOVE IT!,5,1
"Needs to access data on device, events can't be entered manually",1,1
don't have option for Windows surface pro,3,0
Amazing app!,5,1
"Great, simple to use and best of all, free !",5,0
Unintuitive and restrictive,2,1
Amazing concept... Students must download this app if they are doing self study,4,0
Its a very productive appp .i really love it tqu,4,0
The app is amazing and has the perfect layout for a list RPG . But there's a subscription you have to pay for. Literally completely ruins the purpose of the app.,1,1
The app is good and all. The only problem is that the reminder does not work.,4,1
"I'm only a few days in, but I gotta say, this feels like virtual adderall. I'm excited to get things done now. My to-do list doesn't scare me anymore and I no longer deal with crippling anxiety about all the stuff I didn't do every night when I try to sleep. Definitely feels like I've ""hacked"" my reward system. Fingers crossed this isn't just a honeymoon period, because for the first time in ages I'm ENJOYING getting things done. No more stress - just dopamine.",5,0
Very good so far.,5,1
"Almost perfect... I only wish it had more to do with the ""game"" aspect. It's basically a to-do list or planner. Sure, it gives you some ""gold"" and experience points based on your completed tasks, but they amount to nothing, as there is nothing to do with either once collected. No built-in items to purchase, no character creation or customisation... disappointing. That being said, the tasks are easy to create and customise. I feel more organised than usual. So, thanks, I guess.",3,0
Notification and alarm will automatically turn on even if i have turned off before,3,1
"I recently unlocked the pro version but I have experienced a lot of difficulties: 1. There is no sound notification even I followed all steps 2. I added the plant reminder but still there was no notification. I hope you find solutions for these things. I really love this app, yet due to the troubles that is why I gave 3 stars. Waiting for the new update and I will change my rating if the problems are resolved.",3,1
Haven't been using this app for long but it seems great so far. I LOVE that incompleted tasks roll over to the current day. I just wish you could attach attach photos or files to your notes. That would make this a 5-star review.,4,1
"Wonderful App !! Thanks, Any.Do Team.",5,0
For now am on love the the app is very very efficient,4,0
It would be much better with an ability to have a report at the end of the month as to what was worked on and when. Ie statistics.,3,0
Easy to use. Love the colors. Helps me stay organized.,5,0
Please add Money management also.,5,0
Only the premium version is good for use free version is a waste of time,2,1
"Only complaint is how often it asks you to rate it. Other than that, the app is even so great IMO that it's work buying the subscription. I love how customizable it is. For sure one of my top 5 favorite apps.",5,1
"Just think of this app as your brain 🧠 🤣Anything you think of put it in the inbox. This is your RAM( Random access memory ) power. No storage required, give ur brain the much needed space 🙌🏽. Take a look at YouTube video tutorials. There are a lot of people using this app with really good setups. Definitely set this using ur computer. I believe this is the only way to link ur calendar. Gmail has the best integration.",5,0
The notification on my Tickwatch C2 has no vibration 📳 please fix,2,1
This app is really cool and can help build many habits and keep track of to do lists. However I would like options to customizer the avatar more? Like I accidentally added glasses and there isn't a option for none. Can you please add it?,4,1
I like this app but would like to see future dates to see any conflicts in schedule. Would be nice to have some font size selection in widget. No matter how big you make the widget it can be hard to read for those with less than perfect vision.,3,0
"I love this app, but the widgets aren't working at all. I'm stuck on yesterday, and neither the month nor the day widget arrows work. Please fix! It's really frustrating and troublesome since I rely on planner a lot.",2,1
Beautiful! Best ever calendar app which satisfy my needs. Even free version is great,5,0
"Awesome app. Better than THINGS, Todoledo and others. Loving it.",5,0
Please tell me how to use the app,1,1
"it was good until the recent updates. i installed this app because of its widget. however, the recent update destroyed everything that i have customised. there are a lot of setting to make the widget looks good but the update limited the setttings. i event went all out in purchasing the app thinking it could be like it used to be, maybe i can change it back with unlimited setting, but it's not as good as before. im disappointed",2,1
Would have loved to give it 5 stars but the alarm does not works properly sometimes. Changed all required settings but it still misses some alarms. Other than that its the best to do list app I have ever seen. And the pomodoro is just awesome.....,4,0
Excellent app to manage time and tasks,5,0
"Me pareció buena idea la app, pero al entrar en la parte superior en ""plant mode"" que te da dos opciones no puedo seleccionar ninguna, ayuda por favor",3,1
not so good,2,1
2.70 per month for a to do list app? Are you serious? I would mind an add banner at all and would find it fare I know you guys aren't volunteers but guys don't think that I am as desperate enough as to pay such a fee for to do lists.,1,1
I purchased this app once but for sone reason i now have the free version??? Whats up with that???,1,1
I was looking for a class schedule app and this was not it,1,1
"This is a very unique and interesting game, and it's really been helping me keep schedule during quarantine, which is amazing and really makes me happy, but it only gets four stars because sometimes it doesn't keep content. I used a royal purple hatching potion on one of my tiger eggs (I had two) and both items disappeared from my inventory but I didn't get my tiger, which is really disheartening. Very willing to fix this review if it suddenly shows up, but I don't think it will :[edit-fixed!!",5,0
"Buggy interface. The grocery list feature is fine but the schedule is terrible. It kept changing event details after I saved. I had to go back in and turn off alarms for previously saved events (that I had alarms off). And it would NOT let me create an all day event that was only scheduled one day. No matter how many times I changed the dates it kept including the day before in my ""all day"" event. And then when I would try to edit it, it would change completely to two days before. What a mess.",2,1
Doesn't really sync with my calendar as events are added... *Edit: user error with delay in google calendar.,4,1
Very Good For Habit Maker,4,0
Visually appealing.,3,1
"It doesnt seem to be possible to delete a single event in a series. So if I want to block off an hour every day for the same thing, but then I have to schedule a one-off thing during that time, I can't just delete one occurence and leave the rest of the future occurences alone. I love the app otherwise but this problem is pushing me toward a different app.",3,0
"It's a good app that lets us develop 5 habits if one isn't a pro user. I think it's a good idea to start small since developing a habit, just one habit, takes atleast 2 months if not mistaken. Overall satisfied.",4,0
"My personal experience with the app makes me say this is deforme designed more as a task management app than a habit tracking app. The two things I want to do when building a new habit are 1) easily enter the stats for the habits I'm tracking and 2) see the timeline of the habit growth in a snapshot or as a dashboard. This app focuses on ""today's tasks"", so getting to the specific habits, entering information for another day and charting progress are too cumbersome.",3,1
Good for tasks.,4,0
"Please help me. I really like this app. But my premium purchase with my 
facebook account is gone. Recently I have trouble with the app. It stops 
everytime I opens. Then I uninstall, and reinstall it again. But it 
continues to stop. It turns out that the problem is I disabled Chrome. 
Because after I installed and update Chrome, the Habit Tracker worms again. 
However, my premium purchase is gone and I can't seem to redeem it.",2,1
4k 7g8 0 3rd v of. Uhuh,2,1
A great tool to see what's going on in your day. I linked work and personal calendars into one. The customisable buttons are a nice touch and allow you to make it work the way you want it to.,4,0
Just for that coral plant... Btw good app,5,0
Love it but had to leave a review bcz of the policy so that I can get that lovely free plant,2,1
Awful the concept is great but it is not user friendly and super annoying I deleted it as soon as I downloaded it,1,1
"Whenever I open it i have to turn my phone sideways because it's locked in horizontal, even after I turn on auto rotate",3,0
"Could be a great app except that like another user said, it does not sync between devices when the description claims that it can. That's a big letdown for me because when used any other of my devices, and when I switched phones, I couldn't sync the app up with my data or any habits I've been tracking, even though I have the premium account. When attempting to sync It always says that there is no internet connection, but there always is. So I can't give it a full 5/5 rating, otherwise I might.",3,1
"I used to love this app but since installing the latest version on my new Samsung 10 the Google Tasks sync has stopped working. It synchronises from Google to Business Calendar but will not synchronise from Business Calendar to Google. ] I have tried disconnecting my Google account and reconnecting, I've made sure BC2 Tasks is associated with my Google account and all Sync settings are turned on. Is this is a known issue and if so will a fix be developed please? Thanks.",3,1
Pretty good. Some bugs.,4,0
I hate when you say that it's such a great app and I download it only to find out that you only get the bare basics for something that is advised as FREE. I could only view one week and the rest of the features were extremely limited as well. Waste of time.,2,1
It's really nice.... although I would like to see an option for subtasks....Pls update,3,1
Nice app 👌👍,5,0
Great app helps plan my day and give me foresight into what's coming up,5,0
wouldnt let me make an regular account without linking something to it.,1,1
I deleted it... I don't want to use my calendar,3,0
"Love it , just need to increase habits option",5,0
"At fırst it seems complicated, but after some days you will find it handy and usefull. It really organized my day. If I could invite my friends via different social media it would be great. In the mean time inviting them via email is the only choice.",4,1
در زبان فارسی به علت راست چین بودن تقویم ماه از راست به چپ ولی ایام هفته از چپ به راست چیده شده و تطابق ندارند. لطفا اصلاح کنید.,3,1
"I love Habitica so far, with the exception that no one is able to get my party invitations! It would also be great if party members could trade pets.",4,0
App size is too big,3,1
No japanese support :(,3,1
Not ready for prime time,1,1
#LEARNPINAOWITHRAGHAV PLEASE SUBSCRIBE ON YouTube Learn Piano With Raghav,5,1
"Widgets are useless because they always show all tasks I have, regardless of category. There's no option to show only a specific category like groceries so they're all mixed up with to-do list tasks. Do developers even care about usability? Isn't it a software design 101?",1,1
"Too casual, cannot create routines for specific days only. App assumes that every day is exactly the same. Stats are random and don't represent actual skills. I prefer life rpg + time time + pomodoro app.",2,1
"I find it utterly useless. Tried to figure out how to use it and it seemed like a maze, so incongruent and all over the place. I eventually deleted and discarded it.",1,1
Quick Add got fixed. Now the sync is broken.,2,1
I began using this app 18months ago after having a baby and feeling that i was never feeling organised. It has been a game changer in helping me schedual all of the little things and keeping me on track,5,1
I DO NOT LIKE IT,1,1
Good but some more ease is needed,4,0
"Correct idea worng execution. The watch face UI cannont be operated like manually moving clock hands. The time zone stick moves at an interval of 1hr, I wanted to set it at any choosen time and add reminder from there. Big flop was it did not read my calender event and yes I did give necessary permission. phone - one plus 7 OS build- Oxygen OS 9.5.5 GM57AA Further Action- Uninstalling Outlook- Would like to try it post improvement",2,1
"I'm using a tablet where it's only available in landscape orientation. Just not for me, I think.",2,1
Problem with login,1,1
"I LOVE this app. It was the one I narrowed down to after having downloaded several to-do apps. HOWEVER, I wish it had just a plain note taking feature for day to day things to remember, without it being attached to a to-do item. I also wish the interface was slightly easier to manage, there are a couple fixes that would increase the apps ability to be intuitive for the user. (An easier way to undo checking off a list item, being able to view the agendas differently ie calendar and tasks)",4,1
"The app is good but a FAQ would be appreciated. For example, I cannot find out how to create a group for my tasks.",3,1
Feel good help me for rewind my task,4,0
Tried my level best reminder ringtone is not working,2,1
"Pro version doesn't work correctly. I have more than one google account. 
App keeps ignoring account used for purchase and using other account. I 
have to delete gmail accounts for the app to recognize the account used for 
purchase and if I try to add the deleted accounts back the app starts to 
ignore the account used for purchase.",2,1
Nice app not complicated at all.Super easy to use.The perfect app is here .,4,0
"Some reminders get missed and I don't know why, mostly those that must repeat.",1,1
Cracking product,5,0
Have to pay premium if you want to put multiple reminders a day,1,1
Amazing app....it's very helpful for me,5,1
"Incredible tool, awful app. I'd recommend the desktop version of this site to anyone but the app is a bug-ridden mess that overcomplicates simple functions and only works about 90% of the time.",2,1
Great.. and i liked it more than todoist..,4,1
It won't load my to-do's which is an important aspect. Fix it please!!!,2,1
"I've paid for the app for a few months, now I see the smart reschedule feature is gone and I don't feel inclined being a paying customer again.",3,1
2 stars right now because all my appointments are gone before 2018!,2,1
eu daria 5 se estivesse totalmente traduzido para português,4,1
The best to do list apps I've ever had.,5,0
Used on Motorola phone. Synchronization to Google let me get all my notfactions on my Samsung phone my windows PC and three different Linux flavors from ubuntu 20.04 to Arch to Parott OS.,5,0
Can we have some more tags? I have a lot of subjects and I need to track how much time I spend for each. It would be nice if we had the option to customise our color tags. Thank you.,3,1
I loved this app. Worked so great I purchased it. Now it has logged me out and says I don't exist.,4,0
Cant log in after an uninstall. When i press log in i get a pro pop up. But i already have pro. Just let me log in!!!!! Furthermore it just gives me an error when i try to restore purchase. Incredibly disappointed. Loved the app but now i feel robbed. Please fix,2,1
Was a good app but recently started flooding you with long ads that you can't get out of until they are finished playing. So annoying. Checking out other calendars now.,1,1
"I like this app. It has a lot of the features I use all in one place. However, even though it lists all my Google calendars, I can't figure out how to do anything with them. I have projects spread over a dozen calendars but I can't seem to add anything to any of them.",4,0
I don't get this app,2,1
"Couldn't really understand the purpose of using the app. It's either playing games or keeping track of habits, a bit confusing.",2,1
Nice app it gives us sense of time invested and also good vibes,5,0
"This is the first of these gamified task/habit trackers I've tried that I liked enough to stick with. A bit buggy, but enjoyable enough to make up for it. Update: The app has a dark mode now, too!",4,1
"Tasks on outlook on my desktop are categorised which basically splits my 'to do' list in to sections (projects, next tasks, waiting for, etc) these categories do not pull through to this app so my list is just a mish mash of everything muddled together without the categorisation. This is a really key feature for me and i find it strange that categorisation of tasks doesnt exist on this dedicated app for managing tasks. Please promote this to the top of your backlog!",3,0
Login taking so much time,1,1
"Requires too many permissions, suspicious. Also seems to be online only. Unacceptable.",1,1
Love the sync,5,0
I'm constantly finding little glitches in the game that throw off what I am trying to do when I am trying to earn points. Thank goodness for husband and siblings who have played this enough to know how to fix things when they go buggy but I don't appreciate not being able to go to customer service or send a quick email to help them update the system and fix it.,3,1
Awesome and easy to use app,5,0
"YOU CAN GET THIS ON YOUR WATCH FACE TOO!!! Beautiful way of displaying time and events - my ADHD brain LOVES this. Nice customization of calendars, colors, and displays- don't be afraid to play with the settings. To get on your watch, install the smartphone app, then go to google play on your watch and select ""apps on my phone."" From there you'll get the option to download Sectograph and then ""set watchface."" Ps. Buy premium! One time payment and this dev deserves to get paid for this rad app.",5,0
Greate app,5,0
"Needed:  Sync tasks. Color code events. And for goodness' sake, speed up! This is extremely slow.",3,0
I love the app,5,0
Very easy to personalise and use 5⭐,5,1
"App molto comoda e semplice. Peccato che dopo l'ultimo aggiornamento gli acquisti possibili senza la versione pro sono diventati veramente pochi, rendendo l'uso dell'app poco stimolante.",3,1
"Just a couple of things .... I don't like the fact that the reminders show 
up multiple times and I wish it had a to do list but other than that ... 
But other than that so far so good",4,0
Why can I not select calendar anymore when making smart lists?,2,1
No reminder options for free version of this app. How can one purchase without having the opportunity basic experience of what such app is really needed for. My alarm clock would be better than this app. Sorry I don't recommend.,1,1
Best life rpg app that I could find. Support is very helpful and fast at responding. Everything other app I tried was all about them milking money. But not this one.,5,1
Widgets not working in latest update.,2,1
"As someone that has played several MMORPGs I'm excited to use this. I made my first task for cleaning the kitchen and worded it in a way you'd find in an RPG quest simply for self amusement. I think it would be a really cool update to have our 'hero' icon image start off as a type you'd see in an RPG such as ranger, mage, or paladin (and maybe even more to pick from) in novice armor related to their character type and as the hero goes up in mastery their armor would get better.",4,1
will not be using ever again.,1,1
Appalling product,1,1
Good app...helps you keep track of your schedule well!,4,0
"Doesn't allow you to sort completed tasks. I have a single grocery list with 300 tasks in it's completed section that's named by section using tags like ""Produce - onions"". I used to be able to sort completed tasks alphabetically making it easy to have a running list where I could add back frequently purchased items. Now everything is lost automatically placed in completed tasks by completion chronology. Is a pain.",2,1
Help to stop getting distracted by phone,4,0
The main feature does not work - it doesn't remind me about todo with system notification,2,1
"Let's me focus on working out and ect the rewards are good from me going to the scale I lost more than 50 pounds good for activities and exercise I hope you enjoy it as well because I have a reason to give it a five star rating I have set the reward to make me improve better and make it all a more of a challenge thank you creators for giving me this inspiration to do better and be more healthy I will continue using this app for the rest of my life - enjoyable of this app , mogginz",5,1
Its most timewasting app instead! I downloaded this for schedule n it asks to buy a pro version for it! It should be mentioned first before we dwnld this app!,1,1
Does exactly what it said it would,4,0
"I love this app, it's the only one that looks and feels like the old Franklin planner, however; since the latest update I have a banner ad on the bottom of the screen with Google ads and I am a paid pro user. This is extremely annoying. If they don't remove this, I'm leaving.",3,1
Have used app for about 4 months now I can't get back into it. Keeps asking to sign in or create account won't let me do either. Time to dump it!,2,1
"This app is ridiculous. You can't delete tasks, move the sub tasks around, modify, or makes notes as the project evolves. It's not intuitive. Essentially I had to write out my list on a piece of paper to build the order. Once it was correct then enter it to this app, which makes this app pointless. Must be the free version's nuisance features driving you towards the paid version.",1,1
"This app is perfect! I've been looking for a great digital planner that I can sync on everything. I have an Android as a personal phone, iPhone for work, Mac for personal laptop, and PC for work. For suggestions, I would like more sticker packs, a habit tracker, and finance section. Great job!",5,0
Cute and motivational.,5,0
very invasive into data collection,1,1
"La baje para sincronizarla con Whatsapp y esa función es paga, por lo demás no la probé.",3,1
I wish this app allowed me to adjust what habit I want in any order I want. It lets me organize my abc order or time but not the way I need it. Also wish the conpleted habit or task would disaapear after I complete each day. It either stays where it is or goes to bottom. Other than these I like it.,4,1
Worked fab until recently then I noticed the time in the centre was an hour wrong although when I went into the app it had the time right. So I uninstalled and tried to reinstall but when I tried to put the widget on my home screen it now puts on a blank box that's resizable but invisible otherwise! Very disappointed.,1,1
"8/4/18 ☆☆☆☆: I'd give five stars if the weather showes in Celsius. Other than that, the app is absolutely great! I ended up getting the paid version because I felt like the developers deserved it for making such a versatile scheduling tool!! 20/1/2020 ☆☆☆: The degree still does not change to C even if I change it on Darksky. Fixing this would be very helpful especially that this has been noted almost 2 years ago.",3,1
Used to be my fav organization app lost it for a year. Found it again. The new UI is DISGUSTING.,1,1
The application accepts date and time in the past for reminder. It should verify date and time.,3,1
"Earlier this app used to have a large varieties of trees available, which could be bought by the coins that you collected from your study sessions. But now, all those varieties of tree species can be unlocked only after buying their PRO version. So there isn't really much use left of the app if you dont want to get the pro version",2,1
"cool idea, but it keeps crashing when you try to add subtasks.",2,1
"Can't even create an account. I tried several times to open the app and start using it, but it says I don't have internet connection. My internet is fine, the app is not.",1,1
Really Helpful,5,0
This app has a great ui and ux but there's one thing that really makes it useless. I'd doesn't sync in the background so I add a tskl via desktop it'll probably not show on my phone unless i open the app on my phone. It makes the app risky if you need to count on your reminders. Another problem is the time suggestion when you create a task is always behind the keyboard and it's hard to use it like that/,2,1
I'm using the free version. Lets you have up to 5 habits. I like how customizable you can make the habit and what warrants success.,5,0
Very easy to use. Have all I need,4,0
Does not sync,2,1
I have only had it for a few days and don't fully understand every feature.. but it is the only to do list app that has so far worked for me. Probably because of it being based on a reward system even if the rewards are only virtual.,5,1
Good app. Let's you to add yearview which is unavailable in Google Calendar. I am using it for four years.,4,0
"Activity in routine and block should be sync, so it will not show duplicate activites And it will be great it the app can show report by week, month, year",4,1
"App is okay, but I am missing the Categories. Also a view were I can group by Category is missing.",2,1
"I'm so disappointed here. I've read other reviews talk about the site being much better, but here is the reality of that. A majority of internet users don't use full browsers to surf it. So this app had to be good, because your habits are a private and important thing. And it's absolutely not good. The last (but not only) straw was when parts of a menu are rendering in completely the wrong place, and won't clear. Inviting people to your party was way too confusing, until I found out it didn't even work until I did it manually *on the site*. There's more, but I won't bother. I know its supposed to be open source but is ANY testing happening? I was trying to be an advocate for this and you guys just killed it for me with this bad app.",2,1
Best time managment app,4,0
complicated,1,1
"I love this app so far, it is simple to add notes. but reminder is missing every day because there is no option to add Alarm . Can you add this feature in next update .",3,0
Monthly widget needs to be premium:(,3,0
